"UserID","Term_1","Term_2","Term_3","Term_4","Term_5","Term_6","Term_7","Term_8","Term_9"
96727,NA,NA,NA,NA,NA,NA,614,NA,NA
96667,NA,NA,NA,NA,NA,NA,590,NA,NA
97024,NA,NA,NA,NA,NA,NA,366,NA,NA
28176,NA,NA,NA,NA,NA,1819,337,NA,NA
4524,NA,NA,NA,NA,1826,1819,307,NA,NA
28133,NA,NA,NA,NA,NA,1819,303,NA,NA
28583,NA,NA,NA,NA,NA,1819,91,NA,NA
97010,NA,NA,NA,NA,NA,NA,91,NA,NA
97006,NA,NA,NA,NA,NA,NA,84,NA,NA
112071,NA,NA,NA,NA,NA,NA,866,NA,NA
112620,NA,NA,NA,NA,NA,NA,844,NA,NA
113487,NA,NA,NA,NA,NA,NA,782,NA,NA
113597,NA,NA,NA,NA,NA,NA,773,NA,NA
113890,NA,NA,NA,NA,NA,NA,687,NA,NA
2315,NA,NA,NA,773,NA,1819,743,NA,NA
114873,NA,NA,NA,NA,NA,NA,707,NA,NA
114840,NA,NA,NA,NA,NA,NA,667,NA,NA
115868,NA,NA,NA,NA,NA,NA,635,NA,NA
30475,NA,NA,NA,NA,NA,NA,586,NA,NA
116663,NA,NA,NA,NA,NA,NA,571,NA,NA
116823,NA,NA,NA,NA,NA,NA,437,NA,NA
117119,NA,NA,NA,NA,NA,NA,537,NA,NA
118144,NA,NA,NA,NA,NA,NA,483,NA,NA
118709,NA,NA,NA,NA,NA,NA,158,NA,NA
118710,NA,NA,NA,NA,NA,NA,350,NA,NA
118999,NA,NA,NA,NA,NA,NA,419,NA,NA
37524,NA,NA,NA,NA,NA,768,388,NA,NA
119441,NA,NA,NA,NA,NA,NA,364,NA,NA
119440,NA,NA,NA,NA,NA,NA,364,NA,NA
112760,NA,NA,NA,NA,NA,NA,364,NA,NA
1427,1833,1826,1819,1826,1623,NA,NA,NA,NA
2129,NA,NA,NA,1091,NA,NA,NA,NA,NA
28975,NA,NA,NA,NA,NA,1819,NA,NA,NA
2035,NA,NA,NA,1826,NA,NA,NA,NA,NA
1462,NA,1826,1819,1826,NA,NA,NA,NA,NA
1083,NA,NA,868,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,1826,NA,NA,NA,NA,NA
1874,NA,NA,539,1536,NA,NA,NA,NA,NA
1826,NA,749,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,199,NA,NA,NA,NA,NA
1824,NA,1826,NA,NA,NA,NA,NA,NA,NA
1138,NA,620,290,NA,NA,NA,NA,NA,NA
1362,NA,510,1819,NA,NA,NA,NA,NA,NA
28369,NA,NA,NA,NA,NA,510,NA,NA,NA
1351,NA,749,1819,1826,NA,NA,NA,122,NA
28618,NA,NA,NA,NA,NA,1695,NA,122,NA
125106,NA,NA,NA,NA,NA,NA,NA,101,2914817
118860,NA,NA,NA,NA,NA,NA,431,NA,NA
4361,NA,NA,NA,NA,1826,NA,NA,NA,NA
1680,NA,679,NA,NA,NA,NA,NA,NA,NA
1765,994,1151,NA,NA,NA,NA,NA,NA,NA
957,1833,NA,NA,NA,NA,NA,NA,NA,NA
1950,NA,NA,NA,1826,NA,NA,NA,NA,NA
1114,NA,NA,1819,1826,NA,NA,NA,NA,NA
28367,NA,NA,NA,NA,NA,1819,1339,NA,NA
2019,NA,NA,NA,1826,NA,NA,NA,NA,NA
950,615,NA,NA,NA,NA,NA,NA,NA,NA
97086,NA,NA,NA,NA,NA,NA,1812,NA,NA
951,1056,NA,NA,NA,NA,NA,NA,NA,NA
1171,NA,NA,123,NA,NA,NA,NA,NA,NA
1359,NA,749,1819,NA,NA,NA,NA,NA,NA
4509,NA,NA,NA,NA,1826,NA,NA,NA,NA
1827,NA,892,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,1819,NA,NA,NA,NA,NA,NA
928,324,NA,NA,NA,NA,NA,NA,NA,NA
23867,NA,NA,NA,NA,79,NA,NA,NA,NA
23645,NA,NA,NA,NA,506,NA,NA,NA,NA
2105,NA,NA,NA,280,NA,NA,NA,NA,NA
4441,NA,NA,NA,NA,1826,NA,NA,NA,NA
28620,NA,NA,NA,NA,NA,251,NA,NA,NA
1441,NA,1826,1819,1826,1826,NA,NA,NA,NA
5918,NA,NA,NA,NA,1489,NA,NA,NA,NA
72723,NA,NA,NA,NA,NA,389,NA,NA,NA
1971,NA,NA,NA,616,NA,NA,NA,NA,NA
1360,NA,749,1819,NA,NA,NA,NA,NA,NA
2184,NA,NA,NA,1826,NA,NA,NA,NA,NA
1786,1833,1826,NA,NA,NA,NA,NA,NA,NA
2136,NA,NA,NA,199,NA,NA,NA,NA,NA
1124,NA,NA,868,NA,NA,NA,NA,NA,NA
4386,NA,NA,NA,NA,1826,NA,NA,NA,NA
1034,NA,NA,41,NA,NA,NA,NA,NA,NA
1763,NA,3,NA,NA,NA,NA,NA,NA,NA
1463,NA,1826,1819,1826,NA,NA,NA,NA,NA
2140,NA,NA,NA,1826,NA,NA,NA,NA,NA
26818,NA,NA,NA,NA,79,NA,NA,NA,NA
28179,NA,NA,NA,NA,NA,1031,NA,NA,NA
1769,NA,1430,NA,NA,NA,NA,NA,NA,NA
1093,NA,1826,1819,NA,NA,NA,NA,NA,NA
1428,1833,1826,1819,1826,866,NA,NA,NA,NA
939,1833,NA,NA,NA,NA,NA,NA,NA,NA
23822,NA,NA,NA,NA,79,NA,NA,NA,NA
4489,NA,NA,NA,NA,1826,NA,NA,NA,NA
113883,NA,NA,NA,NA,NA,NA,703,NA,NA
1888,NA,NA,264,NA,NA,NA,NA,NA,NA
123792,NA,NA,NA,NA,NA,NA,111,NA,NA
935,1833,NA,NA,NA,NA,NA,NA,NA,NA
72776,NA,NA,NA,NA,NA,NA,210,NA,NA
1758,NA,550,NA,NA,NA,NA,NA,NA,NA
28136,NA,NA,NA,NA,NA,1819,NA,NA,NA
1180,NA,NA,101,NA,NA,NA,NA,NA,NA
23740,NA,NA,NA,NA,79,NA,NA,NA,NA
1784,1833,1826,NA,NA,NA,NA,NA,NA,NA
930,1833,NA,NA,NA,NA,NA,NA,NA,NA
1822,NA,1826,NA,NA,NA,NA,NA,NA,NA
4324,NA,NA,NA,NA,1062,NA,NA,NA,NA
1421,1833,1826,1819,NA,NA,NA,NA,NA,NA
97002,NA,NA,NA,NA,NA,NA,535,NA,NA
1823,NA,343,NA,NA,NA,NA,NA,NA,NA
94508,NA,NA,NA,NA,NA,257,NA,NA,NA
28234,NA,NA,NA,NA,NA,1819,NA,NA,NA
1761,NA,550,NA,NA,NA,NA,NA,NA,NA
23690,NA,NA,NA,NA,79,NA,NA,NA,NA
1820,NA,684,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,1659,NA,NA,NA,NA,NA,NA
4333,NA,NA,NA,NA,1826,NA,NA,NA,NA
23859,NA,NA,NA,NA,79,NA,NA,NA,NA
4480,NA,NA,NA,NA,1826,1137,NA,NA,NA
25340,NA,NA,NA,NA,361,NA,NA,NA,NA
931,1791,NA,NA,NA,NA,NA,NA,NA,NA
4391,NA,NA,NA,NA,691,NA,NA,NA,1198
932,486,NA,NA,NA,NA,NA,NA,NA,NA
1036,NA,863,1819,1127,NA,NA,NA,NA,NA
1986,NA,NA,NA,1826,NA,NA,NA,NA,NA
4416,NA,NA,NA,NA,1826,NA,NA,NA,NA
1781,1833,1826,NA,NA,NA,NA,NA,NA,NA
2023,NA,NA,NA,1826,81,646,NA,NA,NA
1821,NA,1826,NA,NA,NA,NA,NA,NA,NA
959,NA,NA,1726,NA,NA,NA,NA,NA,NA
2143,NA,NA,NA,1826,NA,NA,NA,NA,NA
4468,NA,NA,NA,NA,1144,NA,NA,NA,NA
1242,NA,692,563,NA,NA,NA,NA,NA,NA
1738,1833,1826,NA,NA,NA,NA,NA,NA,NA
4442,NA,NA,NA,NA,1826,1819,NA,NA,NA
38603,NA,NA,NA,NA,NA,593,NA,NA,NA
905,1833,NA,NA,NA,NA,NA,NA,NA,NA
26817,NA,NA,NA,NA,79,NA,NA,NA,NA
1863,NA,NA,853,NA,NA,NA,NA,NA,NA
1117,NA,NA,1819,NA,NA,NA,NA,NA,NA
1641,NA,1330,NA,NA,NA,NA,NA,NA,NA
1639,NA,287,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,1139,NA,NA,NA,NA,NA
2065,NA,NA,NA,280,NA,NA,NA,NA,NA
797,166,NA,NA,NA,NA,NA,NA,NA,NA
2251,NA,NA,NA,1826,NA,NA,NA,NA,NA
1049,NA,NA,1581,NA,NA,NA,NA,NA,NA
1612,NA,365,NA,NA,NA,NA,NA,NA,NA
1682,NA,603,NA,NA,NA,NA,NA,NA,NA
124696,NA,NA,NA,NA,NA,NA,NA,122,2914817
191510,NA,NA,NA,NA,NA,NA,NA,384,NA
28216,NA,NA,NA,NA,NA,1819,NA,NA,NA
1211,NA,NA,1819,1826,NA,NA,NA,NA,NA
4406,NA,NA,NA,NA,1826,NA,NA,NA,NA
34174,NA,NA,NA,NA,NA,1446,NA,NA,NA
1059,NA,NA,1819,1826,1826,1819,242,NA,NA
4298,NA,NA,NA,NA,1826,647,NA,NA,NA
28268,NA,NA,NA,NA,NA,1819,NA,NA,NA
4504,NA,NA,NA,NA,1826,1819,NA,NA,NA
1728,NA,749,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,1826,NA,NA,NA,NA,NA
4740,NA,NA,NA,NA,1826,1162,NA,NA,NA
1973,NA,NA,NA,1826,1040,1772,NA,NA,NA
2011,NA,NA,NA,1826,NA,NA,NA,NA,NA
2108,NA,NA,NA,1379,NA,NA,NA,NA,NA
2238,NA,NA,NA,1826,NA,NA,NA,NA,NA
28459,NA,NA,NA,NA,NA,1514,NA,NA,NA
28979,NA,NA,NA,NA,NA,1819,NA,NA,NA
4409,NA,NA,NA,NA,1826,NA,NA,NA,NA
2110,NA,NA,NA,1379,1826,1819,NA,NA,NA
1471,949,1665,1819,1826,NA,NA,NA,NA,NA
28973,NA,NA,NA,NA,NA,510,NA,NA,NA
4518,NA,NA,NA,NA,1826,NA,NA,NA,NA
1725,1833,1826,NA,NA,NA,NA,NA,NA,NA
1348,NA,749,1819,1826,NA,NA,NA,NA,NA
1452,NA,1826,1819,1826,NA,NA,NA,NA,NA
980,NA,NA,1819,NA,NA,NA,NA,NA,NA
2156,NA,NA,NA,1826,1533,NA,NA,NA,NA
2318,NA,NA,NA,685,854,NA,NA,NA,NA
1453,1833,1826,105,1826,NA,NA,NA,NA,NA
36748,NA,NA,NA,NA,NA,1078,NA,NA,NA
2026,NA,NA,NA,964,1826,NA,NA,NA,NA
1130,NA,NA,1294,199,NA,NA,NA,NA,NA
28270,NA,NA,NA,NA,NA,889,NA,NA,NA
28452,NA,NA,NA,NA,NA,510,NA,NA,NA
1454,NA,1826,1819,1475,NA,NA,NA,NA,NA
1000,NA,NA,1819,NA,NA,NA,NA,NA,NA
28315,NA,NA,NA,NA,NA,1819,NA,NA,NA
28197,NA,NA,NA,NA,NA,1819,NA,NA,NA
2281,NA,NA,NA,1206,1826,NA,NA,NA,NA
1439,845,1826,1819,1381,NA,NA,NA,NA,NA
1125,NA,NA,1819,1826,NA,NA,NA,NA,NA
1250,NA,NA,1819,NA,NA,NA,NA,NA,NA
961,NA,585,1699,1826,NA,NA,NA,NA,NA
1991,NA,NA,NA,1826,NA,NA,NA,NA,NA
28401,NA,NA,NA,NA,NA,598,NA,NA,NA
28163,NA,NA,NA,NA,NA,946,NA,NA,NA
2099,NA,NA,NA,1826,1826,1819,NA,NA,NA
2218,NA,NA,NA,1826,NA,NA,NA,NA,NA
1132,NA,NA,1819,NA,NA,NA,NA,NA,NA
1954,NA,NA,NA,1826,NA,NA,NA,NA,NA
1154,NA,NA,1819,1826,NA,NA,NA,NA,NA
4469,NA,NA,NA,NA,1826,510,NA,NA,NA
2012,NA,NA,NA,1826,1826,1819,NA,NA,NA
1304,NA,749,1819,1826,1826,NA,NA,NA,NA
1685,NA,367,NA,NA,NA,NA,NA,NA,NA
1110,NA,1826,1381,NA,NA,NA,NA,NA,NA
1692,NA,1070,474,1183,NA,NA,NA,NA,NA
4336,NA,NA,NA,NA,1826,362,NA,NA,NA
4297,NA,NA,NA,NA,1826,1070,NA,NA,NA
1039,NA,NA,1819,1826,NA,NA,NA,NA,NA
1009,NA,1826,1819,NA,NA,NA,NA,NA,NA
4322,NA,NA,NA,NA,1826,NA,NA,NA,NA
1113,1008,1826,1819,NA,1826,1819,NA,NA,NA
2256,NA,NA,NA,1522,NA,NA,NA,NA,NA
2103,NA,NA,NA,1826,NA,NA,NA,NA,NA
1375,NA,679,1279,NA,NA,NA,NA,NA,NA
2089,NA,NA,NA,679,NA,NA,NA,NA,NA
1061,NA,NA,1819,1826,1826,1819,NA,NA,NA
28368,NA,NA,NA,NA,NA,224,NA,NA,NA
28411,NA,NA,NA,NA,NA,1737,NA,NA,NA
1089,NA,NA,1819,NA,NA,NA,NA,NA,NA
1925,NA,NA,NA,1826,860,NA,NA,NA,NA
1466,NA,1826,1819,1826,NA,NA,NA,NA,NA
1316,NA,NA,1819,1826,NA,NA,NA,NA,NA
31730,NA,NA,NA,NA,NA,1584,NA,NA,NA
2228,NA,NA,NA,1826,NA,NA,NA,NA,NA
1251,NA,NA,1819,NA,NA,NA,NA,NA,NA
1640,NA,1679,NA,NA,NA,NA,NA,NA,NA
28350,NA,NA,NA,NA,NA,67,NA,NA,NA
1190,NA,NA,1819,1826,1826,NA,NA,NA,NA
2056,NA,NA,NA,679,NA,NA,NA,NA,NA
1,NA,NA,1047,1826,1826,1819,NA,NA,NA
1062,NA,NA,1819,1826,1826,NA,NA,NA,NA
5953,NA,NA,NA,NA,1448,NA,NA,NA,NA
1947,NA,NA,NA,1826,NA,NA,NA,NA,NA
2123,NA,NA,NA,1826,1826,1783,NA,NA,NA
784,1833,NA,NA,NA,NA,NA,NA,NA,NA
1899,NA,NA,NA,1826,1826,NA,NA,NA,NA
3,NA,NA,1304,1826,NA,NA,NA,NA,NA
1609,NA,311,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,1108,NA,NA,NA,NA,NA
28209,NA,NA,NA,NA,NA,472,NA,NA,NA
1021,NA,1222,1819,685,NA,NA,NA,NA,NA
1022,NA,1826,1819,1826,NA,NA,NA,NA,NA
1127,NA,1826,1819,NA,NA,NA,NA,NA,NA
1236,1833,1826,1819,1826,NA,NA,NA,NA,NA
2266,NA,NA,NA,1379,NA,NA,NA,NA,NA
4384,NA,NA,NA,NA,1826,1819,NA,NA,NA
28976,NA,NA,NA,NA,NA,518,NA,NA,NA
4472,NA,NA,NA,NA,534,1401,NA,NA,NA
28217,NA,NA,NA,NA,NA,1819,NA,NA,NA
1607,1833,1826,NA,NA,NA,NA,NA,NA,NA
1613,NA,550,NA,NA,NA,NA,NA,NA,NA
2277,NA,NA,NA,980,NA,NA,NA,NA,NA
4434,NA,NA,NA,NA,1826,NA,NA,NA,NA
40602,NA,NA,NA,NA,NA,462,NA,NA,NA
28142,NA,NA,NA,NA,NA,1819,NA,NA,NA
23743,NA,NA,NA,NA,79,NA,NA,NA,NA
1630,1833,160,NA,NA,NA,NA,NA,NA,NA
23797,NA,NA,NA,NA,79,NA,NA,NA,NA
4492,NA,NA,NA,NA,1826,993,NA,NA,NA
4501,NA,NA,NA,NA,1826,1819,NA,NA,NA
1436,1833,1826,1819,1826,1826,NA,NA,NA,NA
1317,NA,NA,1819,NA,NA,NA,NA,NA,NA
1402,NA,1826,1819,1826,NA,NA,NA,NA,NA
1726,NA,117,NA,NA,NA,NA,NA,NA,NA
28111,NA,NA,NA,NA,NA,1819,NA,NA,NA
23885,NA,NA,NA,NA,79,NA,NA,NA,NA
1299,NA,NA,1819,1826,NA,NA,NA,NA,NA
2231,NA,NA,NA,1826,1826,NA,NA,NA,NA
1404,NA,1826,1819,1826,NA,NA,NA,NA,NA
2064,NA,NA,NA,1826,1826,NA,NA,NA,NA
1622,NA,959,NA,NA,NA,NA,NA,NA,NA
28317,NA,NA,NA,NA,NA,1819,NA,NA,NA
1589,NA,679,NA,NA,NA,NA,NA,NA,NA
1024,NA,NA,101,NA,1062,NA,NA,NA,NA
777,1833,NA,NA,NA,NA,NA,NA,NA,NA
2335,NA,NA,NA,276,923,NA,NA,NA,NA
1425,1833,1826,105,1826,1533,NA,NA,NA,NA
1064,NA,NA,1819,NA,NA,NA,NA,NA,NA
1260,1833,1826,1819,1826,NA,NA,NA,NA,NA
1603,NA,532,NA,NA,NA,NA,NA,NA,NA
23745,NA,NA,NA,NA,79,1152,NA,NA,NA
1025,NA,NA,1361,NA,NA,NA,NA,NA,NA
1604,NA,1826,NA,NA,NA,NA,NA,NA,NA
23703,NA,NA,NA,NA,79,NA,NA,NA,NA
1895,NA,NA,150,1826,NA,NA,NA,NA,NA
4490,NA,NA,NA,NA,1826,NA,NA,NA,NA
2139,NA,NA,NA,1119,NA,NA,NA,NA,NA
4273,NA,NA,NA,NA,1826,807,NA,NA,NA
1785,NA,870,NA,NA,NA,NA,NA,NA,NA
2074,NA,NA,NA,55,1826,NA,NA,NA,NA
23817,NA,NA,NA,NA,79,NA,NA,NA,NA
1898,NA,NA,NA,1826,1826,1819,NA,NA,NA
28585,NA,NA,NA,NA,NA,1399,NA,NA,NA
8,NA,NA,1182,NA,NA,NA,NA,NA,NA
95016,NA,NA,NA,NA,NA,203,NA,NA,NA
2113,NA,NA,NA,199,NA,NA,NA,NA,NA
4395,NA,NA,NA,NA,1826,1378,NA,NA,NA
4364,NA,NA,NA,NA,1826,NA,NA,NA,NA
1468,1050,1665,1819,NA,NA,NA,NA,NA,NA
778,204,NA,NA,NA,NA,NA,NA,NA,NA
4426,NA,NA,NA,NA,1826,NA,NA,NA,NA
1364,NA,679,1819,1826,1826,NA,NA,NA,NA
41006,NA,NA,NA,NA,NA,423,NA,NA,NA
4474,NA,NA,NA,NA,1826,NA,NA,NA,NA
2142,NA,NA,NA,199,NA,NA,NA,NA,NA
779,994,NA,NA,NA,NA,NA,NA,NA,NA
780,290,NA,NA,NA,NA,NA,NA,NA,NA
1165,NA,1545,1423,NA,NA,NA,NA,NA,NA
4303,NA,NA,NA,NA,1826,647,NA,NA,NA
1365,NA,679,1819,NA,NA,NA,NA,NA,NA
4452,NA,NA,NA,NA,1826,598,NA,NA,NA
1614,NA,620,NA,NA,NA,NA,NA,NA,NA
1975,NA,NA,NA,1826,1826,NA,NA,NA,NA
1586,1833,1826,NA,NA,NA,NA,NA,NA,NA
1602,NA,1826,NA,NA,1826,NA,NA,NA,NA
1942,NA,NA,NA,1826,NA,NA,NA,NA,NA
4559,NA,NA,NA,NA,1826,1819,NA,NA,NA
4341,NA,NA,NA,NA,595,NA,NA,NA,NA
2215,NA,NA,NA,1190,NA,NA,NA,NA,NA
771,859,NA,NA,NA,NA,NA,NA,NA,NA
946,1833,1826,1819,NA,NA,NA,NA,NA,NA
966,NA,NA,1777,1826,1826,116,NA,NA,NA
28375,NA,NA,NA,NA,NA,250,NA,NA,NA
1793,NA,922,NA,NA,NA,NA,NA,NA,NA
2079,NA,NA,NA,1826,NA,NA,NA,NA,NA
4491,NA,NA,NA,NA,1826,NA,NA,NA,NA
2308,NA,NA,NA,980,1826,NA,NA,NA,NA
28383,NA,NA,NA,NA,NA,1350,NA,NA,NA
23881,NA,NA,NA,NA,79,1819,NA,NA,NA
28516,NA,NA,NA,NA,NA,1819,NA,NA,NA
28575,NA,NA,NA,NA,NA,1819,NA,NA,NA
1011,NA,1826,1819,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,657,NA,NA,NA,NA,NA
772,233,NA,NA,NA,NA,NA,NA,NA,NA
1601,NA,1826,NA,NA,NA,NA,NA,NA,NA
28574,NA,NA,NA,NA,NA,1819,NA,NA,NA
23729,NA,NA,NA,NA,79,NA,NA,NA,NA
1916,NA,NA,NA,1826,1826,NA,NA,NA,NA
21813,NA,NA,NA,NA,1137,NA,NA,NA,NA
958,NA,NA,1726,NA,NA,NA,NA,NA,NA
992,NA,NA,1819,NA,NA,NA,NA,NA,NA
1587,NA,651,NA,NA,NA,NA,NA,NA,NA
1337,NA,749,1819,1826,1826,1819,NA,NA,NA
1166,NA,NA,1819,1826,NA,NA,NA,NA,NA
2098,NA,NA,NA,679,NA,NA,NA,NA,NA
1080,NA,NA,1819,NA,NA,NA,NA,NA,NA
1896,NA,NA,139,NA,NA,NA,NA,NA,NA
4508,NA,NA,NA,NA,1826,1819,NA,NA,NA
1140,NA,NA,1819,406,NA,NA,NA,NA,NA
2007,NA,NA,NA,1826,1826,NA,NA,NA,NA
21814,NA,NA,NA,NA,1131,NA,NA,NA,NA
1041,NA,NA,1819,1826,1826,NA,NA,NA,NA
1077,NA,NA,1819,NA,NA,NA,NA,NA,NA
1583,1833,1826,NA,NA,NA,NA,NA,NA,NA
4419,NA,NA,NA,NA,1826,NA,NA,NA,NA
1445,NA,1826,1819,1826,NA,NA,NA,NA,NA
971,NA,1826,1819,NA,NA,NA,NA,NA,NA
4349,NA,NA,NA,NA,1826,1819,NA,NA,NA
1261,1650,1826,1819,NA,NA,NA,NA,NA,NA
36696,NA,NA,NA,NA,NA,342,NA,NA,NA
28421,NA,NA,NA,NA,NA,1819,NA,NA,NA
2135,NA,NA,NA,1826,1826,NA,NA,NA,NA
34000,NA,NA,NA,NA,NA,342,NA,NA,NA
768,1833,NA,NA,NA,NA,NA,NA,NA,NA
1307,NA,749,1819,1826,395,NA,NA,NA,NA
38607,NA,NA,NA,NA,NA,768,NA,NA,NA
4301,NA,NA,NA,NA,1826,NA,NA,NA,NA
1584,1833,810,NA,NA,NA,NA,NA,NA,NA
2279,NA,NA,NA,1208,NA,NA,NA,NA,NA
30099,NA,NA,NA,NA,NA,1687,NA,NA,NA
37450,NA,NA,NA,NA,NA,342,NA,NA,NA
2226,NA,NA,NA,1826,1826,NA,NA,NA,NA
2273,NA,NA,NA,1363,NA,NA,NA,NA,NA
1608,NA,550,NA,NA,NA,NA,NA,NA,NA
2164,NA,NA,NA,1826,NA,NA,NA,NA,NA
1156,NA,NA,862,NA,NA,NA,NA,NA,NA
23735,NA,NA,NA,NA,481,NA,NA,NA,NA
2165,NA,NA,NA,457,NA,NA,NA,NA,NA
1338,NA,749,403,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,845,NA,NA,NA,NA,NA
952,NA,NA,1259,NA,NA,NA,NA,NA,NA
4362,NA,NA,NA,NA,313,NA,NA,NA,NA
28385,NA,NA,NA,NA,NA,1350,NA,NA,NA
1339,NA,749,1819,1715,NA,NA,NA,NA,NA
1398,1833,1826,1819,1826,NA,NA,NA,NA,NA
2080,NA,NA,NA,1826,NA,NA,NA,NA,NA
742,1833,NA,NA,NA,NA,NA,NA,NA,NA
764,1833,NA,NA,NA,NA,NA,NA,NA,NA
765,1833,NA,NA,NA,NA,NA,NA,NA,NA
4454,NA,NA,NA,NA,1538,NA,NA,NA,NA
26811,NA,NA,NA,NA,108,NA,NA,NA,NA
1101,NA,NA,1819,1826,NA,NA,NA,NA,NA
28347,NA,NA,NA,NA,NA,1819,NA,NA,2914817
2171,NA,NA,NA,1826,1826,1819,NA,NA,NA
4453,NA,NA,NA,NA,81,902,NA,NA,NA
4332,NA,NA,NA,NA,1826,472,NA,NA,NA
34482,NA,NA,NA,NA,NA,342,NA,NA,NA
1921,NA,NA,NA,1738,NA,NA,NA,NA,NA
1580,1833,1763,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,1052,NA,1070,NA,NA,NA
28507,NA,NA,NA,NA,NA,1622,NA,NA,NA
1591,NA,1826,NA,NA,NA,NA,NA,NA,NA
2044,NA,NA,NA,1826,NA,NA,NA,NA,NA
2183,NA,NA,NA,1826,NA,NA,NA,NA,NA
1042,NA,NA,1819,NA,NA,NA,NA,NA,NA
1592,NA,479,337,NA,NA,NA,NA,NA,NA
4290,NA,NA,NA,NA,1569,NA,NA,NA,NA
4268,NA,NA,NA,NA,1826,NA,NA,NA,NA
1262,NA,1826,482,NA,NA,NA,NA,NA,NA
1593,NA,749,NA,NA,NA,NA,NA,NA,NA
1446,1833,1826,1819,NA,NA,NA,NA,NA,NA
2045,NA,NA,NA,1826,1826,NA,NA,NA,NA
28977,NA,NA,NA,NA,NA,1819,NA,NA,NA
28121,NA,NA,NA,NA,NA,1533,NA,NA,NA
4471,NA,NA,NA,NA,1826,1433,NA,NA,NA
21951,NA,NA,NA,NA,1096,251,NA,NA,NA
960,NA,1826,1736,NA,NA,NA,NA,NA,NA
2237,NA,NA,NA,1826,NA,NA,NA,NA,NA
2321,NA,NA,NA,669,NA,NA,NA,NA,NA
1944,NA,NA,NA,1826,1826,594,NA,NA,NA
2062,NA,NA,NA,980,1826,1819,NA,NA,NA
4287,NA,NA,NA,NA,1826,NA,NA,NA,NA
1065,NA,NA,1294,199,1826,510,NA,NA,NA
1103,NA,NA,526,NA,1826,NA,NA,NA,NA
1897,NA,NA,80,NA,NA,NA,NA,NA,NA
1920,NA,NA,NA,1826,1826,1819,NA,NA,NA
28164,NA,NA,NA,NA,NA,1533,NA,NA,NA
1149,NA,749,1819,NA,NA,NA,NA,NA,NA
95019,NA,NA,NA,NA,NA,203,NA,NA,NA
39707,NA,NA,NA,NA,NA,374,NA,NA,NA
2040,NA,NA,NA,1826,NA,NA,NA,NA,NA
23818,NA,NA,NA,NA,79,NA,NA,NA,NA
1579,NA,467,NA,NA,NA,NA,NA,NA,NA
2132,NA,NA,NA,199,NA,NA,NA,NA,NA
38847,NA,NA,NA,NA,NA,740,NA,NA,NA
1223,NA,NA,563,NA,NA,NA,NA,NA,NA
1578,NA,752,NA,NA,NA,NA,NA,NA,NA
1400,NA,1826,1819,1826,NA,NA,NA,NA,NA
1401,NA,1826,1819,1826,NA,NA,NA,NA,NA
1032,NA,NA,1819,NA,NA,NA,NA,NA,NA
4522,NA,NA,NA,NA,1826,1819,NA,NA,NA
761,1833,NA,NA,NA,NA,NA,NA,NA,NA
1573,1833,1826,NA,NA,NA,NA,NA,NA,NA
1244,1833,1826,1819,NA,NA,NA,NA,NA,NA
744,994,NA,NA,NA,NA,NA,NA,NA,NA
725,994,NA,NA,NA,NA,NA,NA,NA,NA
4749,NA,NA,NA,NA,1826,NA,NA,NA,NA
4744,NA,NA,NA,NA,1826,NA,NA,NA,NA
1574,1833,1826,NA,NA,NA,NA,NA,NA,NA
4380,NA,NA,NA,NA,1826,NA,NA,NA,NA
1194,829,1826,1819,1522,747,NA,NA,NA,NA
758,306,NA,NA,NA,NA,NA,NA,NA,NA
28294,NA,NA,NA,NA,NA,1819,NA,NA,2914817
2047,NA,NA,NA,1755,NA,NA,NA,NA,NA
4357,NA,NA,NA,NA,1062,NA,NA,NA,NA
2284,NA,NA,NA,749,NA,NA,NA,NA,NA
2203,NA,NA,NA,679,NA,NA,NA,NA,NA
1094,NA,NA,1294,1545,NA,315,NA,NA,NA
1178,NA,NA,1819,70,NA,NA,NA,NA,NA
751,837,NA,NA,NA,NA,NA,NA,NA,NA
1570,1833,1826,NA,NA,NA,NA,NA,NA,NA
28230,NA,NA,NA,NA,NA,1819,NA,NA,NA
1395,1833,1826,1742,NA,NA,NA,NA,NA,NA
2299,NA,NA,NA,867,NA,NA,NA,NA,NA
4316,NA,NA,NA,NA,1826,NA,NA,NA,NA
4438,NA,NA,NA,NA,137,NA,NA,NA,NA
28636,NA,NA,NA,NA,NA,1819,NA,NA,NA
752,714,NA,NA,NA,NA,NA,NA,NA,NA
753,106,NA,NA,NA,NA,NA,NA,NA,NA
1341,NA,749,368,NA,NA,NA,NA,NA,NA
754,509,NA,NA,NA,NA,NA,NA,NA,NA
1572,NA,1147,NA,NA,NA,NA,NA,NA,NA
2068,NA,NA,NA,1379,1826,NA,NA,NA,NA
